Index,hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,parking_spaces,total_of_special_requests,y_pred,y_pred_proba,timestamp
25097,Resort Hotel,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,6,A,A,2,No Deposit,UNK,86.0,0,Transient,39.0,0,0,0,0.4534922873788584,2016-12-19
25098,Resort Hotel,15,0,2,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,1,No Deposit,UNK,UNK,0,Transient,44.0,0,1,1,0.5184078024389445,2016-12-19
25099,City Hotel,0,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,1,0,2,A,A,0,No Deposit,86.0,UNK,0,Group,56.0,0,0,1,0.6509353471398366,2016-12-19
25100,City Hotel,54,0,3,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22.0,UNK,0,Transient,98.1,0,1,0,0.11737660792210117,2016-12-19
25101,Resort Hotel,4,0,1,1,0.0,0,BB,UNK,Corporate,Corporate,0,0,0,A,D,0,No Deposit,UNK,204.0,0,Transient,30.0,0,2,0,0.20901874504472662,2016-12-19
25102,City Hotel,80,2,5,1,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,88.29,0,1,0,0.07472500758691969,2016-12-19
25103,City Hotel,7,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,393.0,0,Transient,78.0,0,0,1,0.66534121584671,2016-12-19
25104,City Hotel,80,2,5,1,2.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,101.77,0,3,0,0.07472500758691969,2016-12-19
25105,Resort Hotel,7,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient-Party,43.0,0,1,0,0.0714118520207865,2016-12-19
25106,City Hotel,15,1,5,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,67.32,0,1,1,0.6977046730187604,2016-12-19
25107,City Hotel,1,0,3,1,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,89.5,0,1,0,0.2770637116207523,2016-12-19
25108,Resort Hotel,6,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,48.0,0,1,1,0.619308840321721,2016-12-19
25109,City Hotel,0,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,6,A,A,0,No Deposit,94.0,UNK,0,Transient,65.0,0,2,1,0.7795924684396155,2016-12-19
25110,Resort Hotel,0,0,2,1,0.0,0,FB,MAR,Corporate,Corporate,0,0,0,A,A,2,No Deposit,UNK,59.0,0,Transient,68.0,0,0,0,0.1233813517229101,2016-12-19
25111,Resort Hotel,25,1,5,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,68.67,0,1,0,0.059797050849721776,2016-12-19
25112,City Hotel,41,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,11,A,D,3,No Deposit,UNK,219.0,0,Transient,88.0,1,1,0,0.02497256999457983,2016-12-19
25113,Resort Hotel,0,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,A,1,No Deposit,UNK,UNK,0,Transient,44.0,0,1,1,0.5060728179631763,2016-12-19
25114,Resort Hotel,0,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,UNK,0,Transient,62.0,1,0,0,0.060129533624467095,2016-12-19
25115,City Hotel,78,1,5,3,0.0,0,BB,AUS,Direct,Direct,0,0,0,G,A,0,No Deposit,14.0,UNK,0,Transient-Party,119.4,0,2,0,0.04998852721378782,2016-12-19
25116,Resort Hotel,7,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient-Party,43.0,0,1,0,0.0714118520207865,2016-12-19
25117,Resort Hotel,99,0,1,2,2.0,0,BB,BRA,Complementary,Direct,0,0,0,G,G,0,No Deposit,UNK,UNK,0,Transient,0.0,1,0,0,0.044975270220080105,2016-12-19
25118,Resort Hotel,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,UNK,291.0,0,Transient,30.0,1,0,0,0.03244071076892215,2016-12-19
25119,Resort Hotel,7,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient-Party,49.0,1,1,0,0.010289928935991757,2016-12-19
25120,City Hotel,117,2,7,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,90.4,0,1,0,0.2144758488059867,2016-12-19
25121,Resort Hotel,0,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,G,0,No Deposit,UNK,UNK,0,Transient,90.0,1,0,0,0.03232835266271351,2016-12-19
25122,Resort Hotel,4,0,1,1,0.0,0,BB,UNK,Corporate,Corporate,0,0,0,A,D,0,No Deposit,UNK,204.0,0,Transient,30.0,0,2,0,0.20901874504472662,2016-12-19
25123,Resort Hotel,223,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,UNK,0,Transient-Party,81.31,0,3,0,0.04798977236051267,2016-12-19
25124,City Hotel,4,0,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,67.58,0,2,1,0.7853811316969476,2016-12-19
25125,City Hotel,51,1,5,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,130.9,0,2,0,0.3688373971765796,2016-12-19
25126,City Hotel,4,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,1,No Deposit,UNK,40.0,0,Transient,67.0,1,1,0,0.027305903979927514,2016-12-19
25127,City Hotel,72,0,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,119.0,0,2,0,0.3236233902850288,2016-12-19
25128,Resort Hotel,223,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,UNK,0,Transient-Party,89.31,1,3,0,0.007611348152395118,2016-12-19
25129,City Hotel,0,0,0,0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,0.0,0,0,1,0.799928919646223,2016-12-19
25130,City Hotel,7,0,4,2,1.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,100.73,0,0,0,0.24008169114722264,2016-12-19
25131,Resort Hotel,249,2,5,2,0.0,0,BB,UNK,Direct,Direct,0,1,0,E,E,1,No Deposit,UNK,UNK,0,Transient,42.0,0,2,0,0.3942262067200887,2016-12-19
25132,Resort Hotel,215,2,5,1,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,UNK,0,Transient,43.5,0,0,0,0.0637516779083933,2016-12-19
25133,Resort Hotel,58,0,2,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,UNK,0,Transient,93.0,0,0,1,0.6026330336145037,2016-12-19
25134,City Hotel,67,0,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,64.67,0,1,0,0.08297200666432304,2016-12-19
25135,City Hotel,67,0,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,64.67,0,1,0,0.08297200666432304,2016-12-19
25136,Resort Hotel,15,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,UNK,154.0,0,Transient,27.0,0,0,0,0.35762025945621223,2016-12-19
25137,City Hotel,0,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,6,A,A,0,No Deposit,94.0,UNK,0,Transient,65.0,0,2,1,0.7795924684396155,2016-12-19
25138,City Hotel,0,0,3,2,0.0,0,SC,MOZ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,67.58,0,2,1,0.7806004330066938,2016-12-20
25139,City Hotel,98,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.09931968218543315,2016-12-20
25140,City Hotel,98,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.0943711335336362,2016-12-20
25141,City Hotel,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,E,E,1,No Deposit,UNK,51.0,0,Transient,105.0,0,0,0,0.33118144769467783,2016-12-20
25142,Resort Hotel,0,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,UNK,494.0,0,Transient,39.0,1,1,0,0.024623137870719163,2016-12-20
25143,City Hotel,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,UNK,219.0,0,Transient,79.0,0,1,1,0.6838161641888093,2016-12-20
25144,City Hotel,3,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,82.88,0,1,0,0.3918217710022405,2016-12-20
25145,City Hotel,3,0,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,UNK,0,Transient,67.57,0,1,0,0.15097296247779454,2016-12-20
25146,City Hotel,65,0,4,3,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,22.0,UNK,0,Transient,122.65,0,0,0,0.07846582234287469,2016-12-20
25147,City Hotel,65,0,4,3,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22.0,UNK,0,Transient,122.65,0,0,0,0.1187260297087049,2016-12-20
25148,City Hotel,24,0,4,2,2.0,0,BB,JPN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,UNK,0,Transient,147.9,0,1,0,0.21349602378104318,2016-12-20
25149,Resort Hotel,128,2,4,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient-Party,77.1,1,2,0,0.007728981180638781,2016-12-20
25150,Resort Hotel,126,4,11,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,UNK,UNK,0,Transient,50.0,0,0,1,0.6722647365255449,2016-12-20
25151,City Hotel,0,0,0,0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,2,6,A,A,1,No Deposit,94.0,UNK,0,Transient,0.0,0,2,1,0.6203314600168934,2016-12-20
25152,City Hotel,0,0,0,0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,2,6,A,A,0,No Deposit,94.0,UNK,0,Transient,0.0,0,2,1,0.7360519708140544,2016-12-20
25153,Resort Hotel,85,2,8,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,UNK,0,Transient,89.4,0,1,0,0.08838185186250641,2016-12-20
25154,City Hotel,0,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,2,6,A,A,2,No Deposit,94.0,UNK,0,Group,65.0,0,0,1,0.6178599705892184,2016-12-20
25155,Resort Hotel,85,2,8,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,UNK,0,Transient,89.4,1,2,0,0.012904418143721768,2016-12-20
25156,Resort Hotel,128,2,4,1,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,UNK,0,Transient-Party,71.1,0,2,0,0.03120766129516342,2016-12-20
25157,Resort Hotel,35,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,5,A,D,2,No Deposit,314.0,UNK,0,Group,34.4,0,0,0,0.37572927068523915,2016-12-20
25158,Resort Hotel,90,2,5,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,UNK,0,Transient,56.63,0,0,0,0.08910784099505678,2016-12-20
25159,City Hotel,2,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,3,23,A,A,0,No Deposit,UNK,40.0,0,Transient,67.0,0,0,1,0.6339865019176639,2016-12-20
25160,City Hotel,0,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,98.0,0,2,1,0.7987391885105374,2016-12-20
25161,Resort Hotel,15,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,D,1,No Deposit,UNK,154.0,0,Transient,27.0,0,0,0,0.2522131521824894,2016-12-20
25162,City Hotel,16,0,1,2,1.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,UNK,0,Transient,105.4,0,2,1,0.5647674996826442,2016-12-20
25163,City Hotel,1,0,1,2,0.0,0,BB,PRT,Complementary,TA/TO,0,0,0,D,D,0,No Deposit,17.0,UNK,0,Transient,0.0,0,1,0,0.20204361475672525,2016-12-20
25164,City Hotel,5,0,1,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,78.0,0,2,0,0.2177487463741281,2016-12-20
25165,City Hotel,0,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,94.0,UNK,0,Group,65.0,0,0,1,0.679348003743433,2016-12-20
25166,City Hotel,26,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,67.76,0,1,0,0.16011139496150098,2016-12-20
25167,City Hotel,9,0,2,1,0.0,0,BB,FRA,Corporate,Corporate,1,0,1,A,A,0,No Deposit,91.0,UNK,0,Transient,79.0,0,0,0,0.1124502617602205,2016-12-20
25168,Resort Hotel,7,0,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,UNK,0,Transient,86.0,0,1,1,0.5876561705005962,2016-12-20
25169,City Hotel,197,1,4,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,3.0,UNK,0,Transient-Party,113.4,0,0,0,0.022673987648599434,2016-12-20
25170,Resort Hotel,0,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,43.0,0,0,1,0.6559765649971989,2016-12-20
25171,Resort Hotel,41,2,5,2,2.0,0,HB,GBR,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,314.0,UNK,0,Transient,101.31,0,0,0,0.05219855555773307,2016-12-20
25172,Resort Hotel,117,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,UNK,0,Transient,30.24,0,0,0,0.04245041427195587,2016-12-20
25173,Resort Hotel,29,2,5,1,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314.0,UNK,0,Transient,63.46,0,0,0,0.04098063185284709,2016-12-20
25174,Resort Hotel,155,2,5,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,UNK,0,Transient,66.22,1,1,0,0.008488655299009351,2016-12-20
25175,Resort Hotel,2,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146.0,UNK,0,Transient,43.0,0,0,1,0.6063792507409379,2016-12-20
25176,City Hotel,197,1,4,3,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,3,No Deposit,3.0,UNK,0,Transient-Party,160.6,0,0,0,0.021453307940611708,2016-12-20
25177,City Hotel,197,1,4,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,3.0,UNK,0,Transient-Party,113.4,0,0,0,0.022673987648599434,2016-12-20
25178,City Hotel,12,1,4,1,0.0,0,HB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,UNK,0,Transient,92.5,0,1,0,0.07915798357895083,2016-12-20
25179,Resort Hotel,71,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,UNK,0,Transient,64.8,0,1,1,0.5707583838446278,2016-12-20
25180,Resort Hotel,5,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,184.0,146.0,0,Transient,43.0,0,0,1,0.6574719101702624,2016-12-20
25181,Resort Hotel,0,0,1,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,E,E,0,No Deposit,UNK,UNK,0,Transient,59.0,0,1,0,0.3440646756168401,2016-12-20
25182,Resort Hotel,71,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,UNK,0,Transient,37.8,0,1,1,0.5614497748460708,2016-12-20
25183,Resort Hotel,0,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,UNK,UNK,0,Transient,39.0,0,0,1,0.6755946868080325,2016-12-20
25184,Resort Hotel,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,UNK,331.0,0,Transient,39.0,0,0,1,0.6124978706269522,2016-12-20
25185,Resort Hotel,66,0,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,50.0,0,2,0,0.05400888158880733,2016-12-20
25186,City Hotel,107,2,5,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9.0,UNK,0,Transient,76.69,0,1,0,0.1483518680364168,2016-12-20
25187,City Hotel,107,2,5,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9.0,UNK,0,Transient,76.69,0,1,0,0.1483518680364168,2016-12-20
25188,Resort Hotel,15,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,48.0,0,1,0,0.06256177504908389,2016-12-20
25189,City Hotel,20,2,4,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,96.9,0,2,0,0.20826394252760375,2016-12-20
25190,Resort Hotel,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,UNK,92.0,0,Transient,30.0,0,0,1,0.6333485079048362,2016-12-20
25191,City Hotel,197,1,4,3,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,3,No Deposit,3.0,UNK,0,Transient-Party,160.6,0,0,0,0.021453307940611708,2016-12-20
25192,City Hotel,106,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.4,0,2,0,0.2854158745954588,2016-12-20
25193,City Hotel,106,2,5,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,128.0,1,2,0,0.033961614636409024,2016-12-20
25194,City Hotel,95,2,5,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,103.7,0,3,0,0.33613145148868123,2016-12-20
25195,City Hotel,20,1,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,96.9,0,2,0,0.20826394252760375,2016-12-20
25196,Resort Hotel,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,5,A,A,0,No Deposit,UNK,465.0,0,Transient,39.0,0,0,1,0.5824524140166074,2016-12-20
25197,City Hotel,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,6,A,A,0,No Deposit,UNK,40.0,0,Transient,67.0,0,1,1,0.6041423132741227,2016-12-20
25198,City Hotel,9,1,4,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,2,No Deposit,3.0,UNK,0,Transient-Party,113.4,0,0,0,0.036207652095705596,2016-12-20
25199,City Hotel,197,1,4,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,3.0,UNK,0,Transient-Party,113.4,0,0,0,0.022673987648599434,2016-12-20
25200,City Hotel,197,1,4,2,1.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,3,No Deposit,3.0,UNK,0,Transient-Party,137.0,0,0,0,0.021453307940611708,2016-12-20
25201,City Hotel,12,1,4,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,E,E,1,No Deposit,14.0,UNK,0,Transient,146.5,0,1,0,0.08014464832039321,2016-12-20
25202,City Hotel,197,1,4,0,3.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,7,No Deposit,3.0,UNK,0,Transient-Party,43.8,0,0,0,0.022673987648599434,2016-12-20
25203,City Hotel,12,1,4,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,UNK,0,Transient,129.0,0,1,0,0.07513018639520079,2016-12-20
25204,Resort Hotel,1,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,2,No Deposit,UNK,12.0,0,Transient,30.0,0,0,1,0.5113664360859747,2016-12-21
25205,Resort Hotel,140,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,UNK,0,Transient,59.6,0,0,0,0.07608614494147876,2016-12-21
25206,Resort Hotel,2,2,3,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,UNK,0,Transient,108.7,0,1,0,0.06989582228791069,2016-12-21
25207,Resort Hotel,61,2,3,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient-Party,63.0,0,1,0,0.10010539793230894,2016-12-21
25208,Resort Hotel,61,2,3,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient-Party,43.0,0,1,0,0.09889941622147452,2016-12-21
25209,Resort Hotel,156,2,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,UNK,0,Transient-Party,64.22,0,2,0,0.07023078785833152,2016-12-21
25210,Resort Hotel,156,2,3,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,UNK,0,Transient-Party,57.22,0,3,0,0.11265741669032092,2016-12-21
25211,Resort Hotel,156,2,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,UNK,0,Transient-Party,70.22,1,2,0,0.006811857093313524,2016-12-21
25212,Resort Hotel,170,4,9,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,45.69,1,2,0,0.015677506127164523,2016-12-21
25213,Resort Hotel,61,2,5,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464.0,UNK,0,Transient,114.29,0,0,0,0.09279894795255896,2016-12-21
25214,Resort Hotel,61,2,5,1,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464.0,UNK,0,Transient,77.14,0,0,0,0.09279894795255896,2016-12-21
25215,Resort Hotel,47,2,5,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,464.0,UNK,0,Transient-Party,94.29,0,1,0,0.06654823043473643,2016-12-21
25216,Resort Hotel,47,2,5,1,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,464.0,UNK,0,Transient-Party,69.64,0,1,0,0.07093308408575119,2016-12-21
25217,Resort Hotel,208,2,5,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,468.0,UNK,0,Group,28.64,0,0,0,0.12690723428003747,2016-12-21
25218,Resort Hotel,16,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,UNK,0,Transient,55.69,0,1,0,0.08379758392132841,2016-12-21
25219,Resort Hotel,170,4,9,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,51.69,0,2,0,0.11379753984078521,2016-12-21
25220,Resort Hotel,120,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient-Party,49.51,0,4,0,0.03553066939202693,2016-12-21
25221,Resort Hotel,89,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,UNK,0,Transient,30.24,0,0,0,0.07088038276500731,2016-12-21
25222,City Hotel,2,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,1,1,2,A,A,0,No Deposit,UNK,40.0,0,Transient,75.0,0,0,1,0.8491277568103636,2016-12-21
25223,Resort Hotel,102,2,3,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,UNK,0,Transient,112.4,1,1,0,0.010431125855734321,2016-12-21
25224,Resort Hotel,154,2,5,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,47.8,0,2,0,0.04428522537848079,2016-12-21
25225,Resort Hotel,105,2,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314.0,UNK,0,Transient,77.44,0,1,0,0.32932358097751463,2016-12-21
25226,City Hotel,159,4,8,2,0.0,0,BB,BEL,Online TA,TA/TO,1,0,1,F,F,1,No Deposit,9.0,UNK,0,Transient,146.2,0,2,0,0.1953666290846471,2016-12-21
25227,City Hotel,0,0,2,2,0.0,0,SC,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,80.0,0,0,0,0.4859936405596904,2016-12-21
25228,Resort Hotel,61,4,10,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464.0,UNK,0,Transient,82.29,0,0,0,0.46877376252787223,2016-12-21
25229,Resort Hotel,61,4,10,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,464.0,UNK,0,Transient,82.29,0,0,0,0.06523711199977464,2016-12-21
25230,Resort Hotel,105,2,3,1,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314.0,UNK,0,Transient,57.44,0,1,0,0.034592876460697405,2016-12-21
25231,Resort Hotel,1,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,1,No Deposit,UNK,12.0,0,Transient,30.0,0,0,1,0.5289499406290581,2016-12-21
25232,Resort Hotel,0,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,3,A,D,0,No Deposit,UNK,421.0,0,Transient,30.0,0,0,1,0.5686293832329696,2016-12-21
25233,City Hotel,1,0,3,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,80.0,0,0,1,0.8644627282094854,2016-12-21
